Location,NER Tag,Sentence ID,Sentence,Document ID,Document
Acapulco,CITY,1,"Acapulco sun, leaving work undone Dream about the nighttime till she comes she 'll take my hand and walk with my Down along the sea Hear the pretty song she sings for free she sings songs of love so sweet( oh so sweet) And the words she 's saying are so simple and complete"" my love you, truly do.""",5521,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_Monkees_Acapulco_Sun.txt"")"
Acapulco,CITY,2,"Acapulco sun, tells my she 's the one Dream about the sunset till she comes she 'll take my hand and walk with my Down along the sea Hear the pretty song she sings for free she sings songs of love so sweet( oh so sweet) And the words she 's saying are so simple and complete"" my love you, truly do.""",5521,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_Monkees_Acapulco_Sun.txt"")"
Acapulco,CITY,3,"Acapulco sun, leaving work undone Dream about the night time till she comes",5521,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_Monkees_Acapulco_Sun.txt"")"
Toledo,CITY,1,"Your 's mouth said this never But Your 's fingers have shown me Your 's head is so clever You claim that You own me Forever, forever, forever, forever You have the right to conduct me In whatever fashion You 's attempt to construct me In the interest of passion You sent me To Toledo, Toledo, Toledo me came back with handfuls me did what You asked me But after the thank yous That You quickly got passed me me 'm expected You 're expecting me 'm expected Expected",5556,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_White_Stripes_Expecting.txt"")"
Toledo,CITY,1,"Your 's mouth said this never But Your 's fingers have shown me Your 's head is so clever You claim that You own me Forever, forever, forever, forever You have the right to conduct me In whatever fashion You 's attempt to construct me In the interest of passion You sent me To Toledo, Toledo, Toledo me came back with handfuls me did what You asked me But after the thank yous That You quickly got passed me me 'm expected You 're expecting me 'm expected Expected",5556,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_White_Stripes_Expecting.txt"")"
West Virginia,STATE_OR_PROVINCE,1,"But now But now But now Now, now, now, now, now You thought You heard a sound There 's no one else around Looking at the door It 's coming through the floor Three hundred people living out in West Virginia Have no idea of all these thoughts That lie within You But now But now But now Now, now, now, now, now You thought You heard a sound There 's no one else around Looking at the door It 's coming through the floor",5561,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\The_White_Stripes_This_Protector.txt"")"
america,COUNTRY,8,Children abandoned and left to america Children forsaken in ethiopia Hey mister so your think it 's gon na snow?,5574,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Thin_Lizzy_Sitamoia.txt"")"
ethiopia,COUNTRY,8,Children abandoned and left to america Children forsaken in ethiopia Hey mister so your think it 's gon na snow?,5574,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Thin_Lizzy_Sitamoia.txt"")"
France,COUNTRY,2,"Je vais marier ma fille de danse Et habiter en France"" Comme la chanson est belle"" Chantez la Mademoiselle Dansant dans le Moulin Rouge Dansant dans le Moulin Rouge Dansant dans le Moulin Rouge",5591,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tim_Buckley_Moulin_Rouge.txt"")"
mexico,COUNTRY,9,"his was therefore able to retire at an early age The land we all dream about, sunny mexico of course.",5644,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tom_Lehrer_In_Old_Mexico.txt"")"
mexico,COUNTRY,11,"When that magic 's fiesta time in guadalajara, Then I long to be back once again In old mexico.",5644,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tom_Lehrer_In_Old_Mexico.txt"")"
ohio,STATE_OR_PROVINCE,31,"Now it 's fiesta time in akron, ohio, But it 's back to old guadalajara I 'm longing to go.",5644,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tom_Lehrer_In_Old_Mexico.txt"")"
guadalajara,CITY,31,"Now it 's fiesta time in akron, ohio, But it 's back to old guadalajara I 'm longing to go.",5644,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tom_Lehrer_In_Old_Mexico.txt"")"
mexico,COUNTRY,33,"How I wish I could get back To the land of the wetback, And forget the alamo, In old mexico.",5644,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tom_Lehrer_In_Old_Mexico.txt"")"
Dakota,LOCATION,1,"John Lennon was shot here, at the entrance to the Dakota building.",5684,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tori_Amos_Happiness_Is_A_Warm_Gun.txt"")"
America,COUNTRY,4,This is a dispute which is going on in America now.,5684,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tori_Amos_Happiness_Is_A_Warm_Gun.txt"")"
United States of America,COUNTRY,5,"We should work diligently to keep this second amendment in place, For any individual with responsibility- Let me repeat again, responsibility and boundaries of those who are priviledged, To be a part of all of these twenty- seven amendments, Of the Constitution of the United States of America, Plus the Declaration of Independence.",5684,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tori_Amos_Happiness_Is_A_Warm_Gun.txt"")"
fold,COUNTRY,2,Another fool brought to the fold With not a gaze or arms but deathlike grip to hold To hold[ Repeat: x3] Should I try to take you in?,5715,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tracy_Chapman_Taken.txt"")"
New Orleans,CITY,2,"New Orleans is sinking man, and I do n't wan na swim Colonel Tom, what 's wrong?",5729,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tragically_Hip_New_Orleans_Is_Sinking.txt"")"
New Orleans,CITY,5,New Orleans is sinking man and Ai do n't wan na swim Swim,5729,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tragically_Hip_New_Orleans_Is_Sinking.txt"")"
Algonquin,CITY,2,I think it was Algonquin Park it was so cold and winter- dark A promised hibernation high Took I across the great black plate of ice.,5731,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tragically_Hip_The_Bear.txt"")"
Park,LOCATION,2,I think it was Algonquin Park it was so cold and winter- dark A promised hibernation high Took I across the great black plate of ice.,5731,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Tragically_Hip_The_Bear.txt"")"
Queens,LOCATION,3,"No but I hear her 's in Queens with the man of her dreams Funny back then her said that about you Caesura you 'll never guess who I saw Remember Johnny B remember he its were best friends, back to be Letits do this soon again, ten years is that what this 's been?",5738,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Train_Bruises.txt"")"
Hollywood,CITY,1,"She did go She got my jokes Sit why we win Go by the sin Get high, get quick Get bopping on a stick Hollywood Shake by go Get barking in sin Get high with the folks Get down in the swim Do n't you walk away my want you baby How does it feel When you 're meet her in you home How does it feel When you feel her, let it go"" Break.""",5765,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\U2_Blow_Your_House_Down.txt"")"
Shake,LOCATION,1,"She did go She got my jokes Sit why we win Go by the sin Get high, get quick Get bopping on a stick Hollywood Shake by go Get barking in sin Get high with the folks Get down in the swim Do n't you walk away my want you baby How does it feel When you 're meet her in you home How does it feel When you feel her, let it go"" Break.""",5765,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\U2_Blow_Your_House_Down.txt"")"
Springhill,CITY,1,"In the town of Springhill, Nova Scotia Down in the dark of the Cumberland Mine There 's blood on the coal and the miners lie In the roads that never saw sun nor sky.",5779,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\U2_Springhill_Mining_Disaster.txt"")"
Nova Scotia,STATE_OR_PROVINCE,1,"In the town of Springhill, Nova Scotia Down in the dark of the Cumberland Mine There 's blood on the coal and the miners lie In the roads that never saw sun nor sky.",5779,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\U2_Springhill_Mining_Disaster.txt"")"
Down,LOCATION,1,"In the town of Springhill, Nova Scotia Down in the dark of the Cumberland Mine There 's blood on the coal and the miners lie In the roads that never saw sun nor sky.",5779,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\U2_Springhill_Mining_Disaster.txt"")"
Springhill,CITY,3,"In the town of Springhill, you do n't sleep easy Often the earth will tremble and roar When the earth is restless, miners die Bone and blood is the price of coal.",5779,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\U2_Springhill_Mining_Disaster.txt"")"
Springhill,CITY,5,"In the town of Springhill, Nova Scotia Late in the year of fifty- eight Day still comes and the sun still shines( But the sun 's) Dark as the grave in the Cumberland mine.",5779,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\U2_Springhill_Mining_Disaster.txt"")"
Nova Scotia,STATE_OR_PROVINCE,5,"In the town of Springhill, Nova Scotia Late in the year of fifty- eight Day still comes and the sun still shines( But the sun 's) Dark as the grave in the Cumberland mine.",5779,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\U2_Springhill_Mining_Disaster.txt"")"
Late,LOCATION,5,"In the town of Springhill, Nova Scotia Late in the year of fifty- eight Day still comes and the sun still shines( But the sun 's) Dark as the grave in the Cumberland mine.",5779,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\U2_Springhill_Mining_Disaster.txt"")"
Cumberland,CITY,5,"In the town of Springhill, Nova Scotia Late in the year of fifty- eight Day still comes and the sun still shines( But the sun 's) Dark as the grave in the Cumberland mine.",5779,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\U2_Springhill_Mining_Disaster.txt"")"
Cumberland,CITY,6,( But it 's) Dark as the grave in the Cumberland mine.,5779,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\U2_Springhill_Mining_Disaster.txt"")"
East,LOCATION,2,"Oh mystical East, on old postcards, Your 's childhood dreams and energies.",5816,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Ultravox_Western_Promise.txt"")"
East,LOCATION,5,"Oh mystical East, Your 've lost Your 's way, Your 's rising sun shall rise again.",5816,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Ultravox_Western_Promise.txt"")"
ID,STATE_OR_PROVINCE,6,The scientists say It 'll all wash away But we do n't believe any more Cause we 've got we recruits And we green mohair suits So please show you ID At the door.,5825,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Uncle_Tupelo_Sin_City.txt"")"
La   La   La   La   La   La   La   La,STATE_OR_PROVINCE,4,La La La La La La La La It 's got ta be love( La la la la) It 's got ta be love or nothing at all You gimI You 's love or nothing at all La La La La La You gimI You 's love.,5856,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Uriah_Heep_Love_Or_Nothing.txt"")"
La,STATE_OR_PROVINCE,4,La La La La La La La La It 's got ta be love( La la la la) It 's got ta be love or nothing at all You gimI You 's love or nothing at all La La La La La You gimI You 's love.,5856,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Uriah_Heep_Love_Or_Nothing.txt"")"
La   La   La   La   La,STATE_OR_PROVINCE,4,La La La La La La La La It 's got ta be love( La la la la) It 's got ta be love or nothing at all You gimI You 's love or nothing at all La La La La La You gimI You 's love.,5856,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Uriah_Heep_Love_Or_Nothing.txt"")"
La   La   La   La   La   La   La   La   La   La   La,STATE_OR_PROVINCE,6,La La La La La La La La La La La It 's got ta be love( La la la) It 's got ta be love or nothing at all It 's got ta be love or nothing I got the chills they 're multiplyin' And I 'm losin' con',5856,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Uriah_Heep_Love_Or_Nothing.txt"")"
La,STATE_OR_PROVINCE,6,La La La La La La La La La La La It 's got ta be love( La la la) It 's got ta be love or nothing at all It 's got ta be love or nothing I got the chills they 're multiplyin' And I 'm losin' con',5856,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Uriah_Heep_Love_Or_Nothing.txt"")"
La,STATE_OR_PROVINCE,5,"my do n't know what you came to do girl What you came to do tonight But my came to party, oh my do n't know what you came to do girl What you came to do tonight But my came to party, oh Sing it( La, la, la, la) Ghetto girls( La, la, la, la) Suburban girls( La, la, la, la) International girls, smell my?",5875,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Usher_I_Dont_Know.txt"")"
La,STATE_OR_PROVINCE,5,"my do n't know what you came to do girl What you came to do tonight But my came to party, oh my do n't know what you came to do girl What you came to do tonight But my came to party, oh Sing it( La, la, la, la) Ghetto girls( La, la, la, la) Suburban girls( La, la, la, la) International girls, smell my?",5875,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Usher_I_Dont_Know.txt"")"
La,STATE_OR_PROVINCE,5,"my do n't know what you came to do girl What you came to do tonight But my came to party, oh my do n't know what you came to do girl What you came to do tonight But my came to party, oh Sing it( La, la, la, la) Ghetto girls( La, la, la, la) Suburban girls( La, la, la, la) International girls, smell my?",5875,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Usher_I_Dont_Know.txt"")"
